filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1_original.jpg,398745,"{}",2,0,"{""name"":""rect"",""x"":441,""y"":231,""width"":32,""height"":35}","{}"
1_original.jpg,398745,"{}",2,1,"{""name"":""rect"",""x"":1217,""y"":786,""width"":31,""height"":31}","{}"
2_original.jpg,172977,"{}",1,0,"{""name"":""rect"",""x"":925,""y"":447,""width"":127,""height"":131}","{}"
3_original.jpg,144855,"{}",1,0,"{""name"":""rect"",""x"":714,""y"":253,""width"":75,""height"":82}","{}"
4_original.jpg,205292,"{}",1,0,"{""name"":""rect"",""x"":798,""y"":448,""width"":94,""height"":98}","{}"
5_original.jpg,118295,"{}",1,0,"{""name"":""rect"",""x"":665,""y"":267,""width"":106,""height"":109}","{}"
6_original.jpg,75428,"{}",1,0,"{""name"":""rect"",""x"":604,""y"":235,""width"":90,""height"":83}","{}"
7_original.jpg,136099,"{}",1,0,"{""name"":""rect"",""x"":832,""y"":219,""width"":142,""height"":185}","{}"
8_original.jpg,98009,"{}",1,0,"{""name"":""rect"",""x"":563,""y"":401,""width"":48,""height"":42}","{}"
9_original.jpg,83350,"{}",1,0,"{""name"":""rect"",""x"":648,""y"":225,""width"":117,""height"":109}","{}"
10_original.jpg,52214,"{}",0,0,"{}","{}"
11_original.jpg,80751,"{}",1,0,"{""name"":""rect"",""x"":313,""y"":209,""width"":36,""height"":52}","{}"
12_original.jpg,37435,"{}",1,0,"{""name"":""rect"",""x"":359,""y"":160,""width"":72,""height"":77}","{}"
13_original.jpg,32725,"{}",1,0,"{""name"":""rect"",""x"":357,""y"":183,""width"":36,""height"":34}","{}"
14_original.jpg,43796,"{}",1,0,"{""name"":""rect"",""x"":353,""y"":194,""width"":48,""height"":53}","{}"
15_original.jpg,47519,"{}",1,0,"{""name"":""rect"",""x"":296,""y"":167,""width"":105,""height"":91}","{}"
16_original.jpg,44110,"{}",1,0,"{""name"":""rect"",""x"":392,""y"":141,""width"":76,""height"":67}","{}"
17_original.jpg,108649,"{}",1,0,"{""name"":""rect"",""x"":410,""y"":235,""width"":101,""height"":73}","{}"
18_original.jpg,56521,"{}",1,0,"{""name"":""rect"",""x"":210,""y"":96,""width"":44,""height"":47}","{}"
19_original.jpg,31375,"{}",1,0,"{""name"":""rect"",""x"":223,""y"":246,""width"":44,""height"":50}","{}"
20_original.jpg,41950,"{}",1,0,"{""name"":""rect"",""x"":381,""y"":203,""width"":45,""height"":44}","{}"
21_original.jpg,44098,"{}",1,0,"{""name"":""rect"",""x"":345,""y"":224,""width"":58,""height"":57}","{}"
22_original.jpg,45675,"{}",1,0,"{""name"":""rect"",""x"":372,""y"":142,""width"":56,""height"":55}","{}"
23_original.jpg,110750,"{}",1,0,"{""name"":""rect"",""x"":721,""y"":457,""width"":109,""height"":108}","{}"
24_original.jpg,83726,"{}",1,0,"{""name"":""rect"",""x"":487,""y"":488,""width"":93,""height"":102}","{}"
25_original.jpg,57376,"{}",1,0,"{""name"":""rect"",""x"":341,""y"":387,""width"":31,""height"":41}","{}"
26_original.jpg,98707,"{}",1,0,"{""name"":""rect"",""x"":639,""y"":546,""width"":46,""height"":49}","{}"
27_original.jpg,78777,"{}",2,0,"{""name"":""rect"",""x"":481,""y"":183,""width"":109,""height"":86}","{}"
27_original.jpg,78777,"{}",2,1,"{""name"":""rect"",""x"":36,""y"":257,""width"":74,""height"":80}","{}"
28_original.jpg,41950,"{}",1,0,"{""name"":""rect"",""x"":295,""y"":261,""width"":35,""height"":41}","{}"
29_original.jpg,142679,"{}",1,0,"{""name"":""rect"",""x"":861,""y"":332,""width"":148,""height"":121}","{}"
30_original.jpg,128049,"{}",1,0,"{""name"":""rect"",""x"":561,""y"":358,""width"":87,""height"":98}","{}"
31_original.jpg,68448,"{}",1,0,"{""name"":""rect"",""x"":381,""y"":128,""width"":36,""height"":59}","{}"
32_original.jpg,86373,"{}",1,0,"{""name"":""rect"",""x"":326,""y"":343,""width"":46,""height"":48}","{}"
33_original.jpg,74129,"{}",1,0,"{""name"":""rect"",""x"":178,""y"":301,""width"":75,""height"":71}","{}"
34_original.jpg,64766,"{}",1,0,"{""name"":""rect"",""x"":156,""y"":304,""width"":65,""height"":62}","{}"
35_original.jpg,70923,"{}",0,0,"{}","{}"
36_original.jpg,58821,"{}",1,0,"{""name"":""rect"",""x"":366,""y"":221,""width"":70,""height"":69}","{}"
37_original.jpg,197434,"{}",1,0,"{""name"":""rect"",""x"":771,""y"":240,""width"":125,""height"":156}","{}"
38_original.jpg,32202,"{}",1,0,"{""name"":""rect"",""x"":376,""y"":251,""width"":50,""height"":39}","{}"
39_original.jpg,130537,"{}",1,0,"{""name"":""rect"",""x"":908,""y"":294,""width"":112,""height"":107}","{}"
40_original.jpg,33037,"{}",1,0,"{""name"":""rect"",""x"":373,""y"":169,""width"":70,""height"":64}","{}"
41_original.jpg,92523,"{}",1,0,"{""name"":""rect"",""x"":403,""y"":260,""width"":82,""height"":88}","{}"
42_original.jpg,112611,"{}",1,0,"{""name"":""rect"",""x"":110,""y"":390,""width"":76,""height"":94}","{}"
43_original.jpg,123143,"{}",1,0,"{""name"":""rect"",""x"":161,""y"":260,""width"":47,""height"":42}","{}"
44_original.jpg,33998,"{}",1,0,"{""name"":""rect"",""x"":312,""y"":238,""width"":51,""height"":61}","{}"
45_original.jpg,38967,"{}",1,0,"{""name"":""rect"",""x"":274,""y"":248,""width"":65,""height"":49}","{}"
46_original.jpg,40248,"{}",1,0,"{""name"":""rect"",""x"":232,""y"":222,""width"":62,""height"":54}","{}"
47_original.jpg,201445,"{}",2,0,"{""name"":""rect"",""x"":907,""y"":625,""width"":117,""height"":108}","{}"
47_original.jpg,201445,"{}",2,1,"{""name"":""rect"",""x"":938,""y"":423,""width"":99,""height"":82}","{}"
48_original.jpg,44541,"{}",1,0,"{""name"":""rect"",""x"":403,""y"":146,""width"":72,""height"":64}","{}"
49_original.jpg,106552,"{}",2,0,"{""name"":""rect"",""x"":894,""y"":863,""width"":101,""height"":101}","{}"
49_original.jpg,106552,"{}",2,1,"{""name"":""rect"",""x"":1039,""y"":327,""width"":84,""height"":79}","{}"
50_original.jpg,46181,"{}",1,0,"{""name"":""rect"",""x"":292,""y"":210,""width"":36,""height"":32}","{}"
51_original.jpg,158184,"{}",0,0,"{}","{}"
52_original.jpg,217278,"{}",1,0,"{""name"":""rect"",""x"":733,""y"":579,""width"":51,""height"":55}","{}"
53_original.jpg,190237,"{}",1,0,"{""name"":""rect"",""x"":880,""y"":571,""width"":45,""height"":47}","{}"
54_original.jpg,144045,"{}",1,0,"{""name"":""rect"",""x"":629,""y"":411,""width"":41,""height"":44}","{}"
55_original.jpg,238117,"{}",1,0,"{""name"":""rect"",""x"":854,""y"":583,""width"":42,""height"":51}","{}"
56_original.jpg,235420,"{}",1,0,"{""name"":""rect"",""x"":764,""y"":288,""width"":66,""height"":64}","{}"
57_original.jpg,360491,"{}",1,0,"{""name"":""rect"",""x"":459,""y"":541,""width"":45,""height"":37}","{}"
58_original.jpg,235655,"{}",1,0,"{""name"":""rect"",""x"":876,""y"":647,""width"":79,""height"":79}","{}"
59_original.jpg,100793,"{}",0,0,"{}","{}"
60_original.jpg,217448,"{}",1,0,"{""name"":""rect"",""x"":1012,""y"":759,""width"":95,""height"":59}","{}"
61_original.jpg,178584,"{}",1,0,"{""name"":""rect"",""x"":988,""y"":618,""width"":88,""height"":77}","{}"
62_original.jpg,114932,"{}",1,0,"{""name"":""rect"",""x"":571,""y"":170,""width"":114,""height"":92}","{}"
63_original.jpg,288597,"{}",1,0,"{""name"":""rect"",""x"":860,""y"":1066,""width"":59,""height"":76}","{}"
64_original.jpg,236577,"{}",1,0,"{""name"":""rect"",""x"":1057,""y"":1025,""width"":79,""height"":70}","{}"
65_original.jpg,207451,"{}",1,0,"{""name"":""rect"",""x"":907,""y"":640,""width"":44,""height"":59}","{}"
66_original.jpg,99835,"{}",1,0,"{""name"":""rect"",""x"":392,""y"":187,""width"":35,""height"":37}","{}"
