ImageName,LabelId,LabelName
100_original.jpg,17,R
101_original.jpg,10,K
102_original.jpg,26,Other
103_original.jpg,26,Other
104_original.jpg,25,Z
105_original.jpg,19,T
106_original.jpg,26,Other
107_original.jpg,26,Other
108_original.jpg,19,T
109_original.jpg,20,U
110_original.jpg,10,K
111_original.jpg,26,Other
112_original.jpg,1,B
113_original.jpg,6,G
114_original.jpg,13,N
115_original.jpg,18,S
116_original.jpg,1,B
117_original.jpg,14,O
118_original.jpg,17,R
119_original.jpg,26,Other
11_original.jpg,20,U
122_original.jpg,13,N
123_original.jpg,6,G
126_original.jpg,5,F
127_original.jpg,12,M
128_original.jpg,25,Z
129_original.jpg,22,W
12_original.jpg,11,L
130_original.jpg,4,E
131_original.jpg,26,Other
132_original.jpg,14,O
133_original.jpg,12,M
134_original.jpg,1,B
135_original.jpg,14,O
136_original.jpg,26,Other
137_original.jpg,1,B
138_original.jpg,26,Other
139_original.jpg,5,F
13_original.jpg,2,C
140_original.jpg,19,T
141_original.jpg,19,T
143_original.jpg,6,G
144_original.jpg,26,Other
145_original.jpg,26,Other
146_original.jpg,12,M
147_original.jpg,19,T
148_original.jpg,19,T
149_original.jpg,26,Other
14_original.jpg,24,Y
150_original.jpg,26,Other
151_original.jpg,26,Other
152_original.jpg,17,R
153_original.jpg,17,R
154_original.jpg,17,R
155_original.jpg,15,P
156_original.jpg,17,R
157_original.jpg,26,Other
158_original.jpg,17,R
15_original.jpg,26,Other
160_original.jpg,15,P
161_original.jpg,26,Other
162_original.jpg,17,R
163_original.jpg,17,R
164_original.jpg,17,R
165_original.jpg,17,R
166_original.jpg,17,R
167_original.jpg,17,R
16_original.jpg,15,P
170_original.jpg,13,N
171_original.jpg,13,N
173_original.jpg,19,T
175_original.jpg,22,W
176_original.jpg,22,W
179_original.jpg,6,G
17_original.jpg,3,D
180_original.jpg,10,K
181_original.jpg,8,I
182_original.jpg,26,Other
183_original.jpg,25,Z
184_original.jpg,2,C
185_original.jpg,26,Other
186_original.jpg,26,Other
189_original.jpg,26,Other
18_original.jpg,3,D
191_original.jpg,2,C
192_original.jpg,25,Z
193_original.jpg,25,Z
195_original.jpg,23,X
196_original.jpg,2,C
197_original.jpg,13,N
198_original.jpg,15,P
199_original.jpg,8,I
19_original.jpg,3,D
1_original.jpg,15,P
200_original.jpg,2,C
201_original.jpg,0,A
202_original.jpg,3,D
203_original.jpg,6,G
204_original.jpg,26,Other
205_original.jpg,17,R
206_original.jpg,26,Other
207_original.jpg,26,Other
208_original.jpg,5,F
209_original.jpg,25,Z
20_original.jpg,21,V
210_original.jpg,16,Q
212_original.jpg,0,A
213_original.jpg,11,L
214_original.jpg,0,A
215_original.jpg,15,P
216_original.jpg,26,Other
217_original.jpg,26,Other
218_original.jpg,12,M
219_original.jpg,21,V
21_original.jpg,10,K
220_original.jpg,4,E
221_original.jpg,2,C
222_original.jpg,26,Other
224_original.jpg,13,N
225_original.jpg,26,Other
226_original.jpg,26,Other
227_original.jpg,19,T
228_original.jpg,26,Other
229_original.jpg,26,Other
22_original.jpg,26,Other
231_original.jpg,26,Other
233_original.jpg,7,H
234_original.jpg,7,H
235_original.jpg,7,H
236_original.jpg,7,H
237_original.jpg,17,R
238_original.jpg,10,K
239_original.jpg,18,S
23_original.jpg,26,Other
241_original.jpg,26,Other
242_original.jpg,13,N
243_original.jpg,8,I
244_original.jpg,26,Other
245_original.jpg,26,Other
246_original.jpg,0,A
247_original.jpg,11,L
248_original.jpg,11,L
249_original.jpg,26,Other
24_original.jpg,2,C
250_original.jpg,25,Z
251_original.jpg,24,Y
254_original.jpg,15,P
255_original.jpg,14,O
256_original.jpg,24,Y
257_original.jpg,2,C
258_original.jpg,13,N
259_original.jpg,3,D
25_original.jpg,3,D
260_original.jpg,26,Other
261_original.jpg,23,X
262_original.jpg,2,C
263_original.jpg,26,Other
264_original.jpg,1,B
265_original.jpg,0,A
266_original.jpg,2,C
267_original.jpg,26,Other
268_original.jpg,10,K
269_original.jpg,0,A
26_original.jpg,6,G
270_original.jpg,1,B
271_original.jpg,1,B
272_original.jpg,12,M
274_original.jpg,12,M
275_original.jpg,26,Other
276_original.jpg,14,O
277_original.jpg,11,L
278_original.jpg,11,L
279_original.jpg,4,E
27_original.jpg,26,Other
281_original.jpg,26,Other
282_original.jpg,7,H
28_original.jpg,26,Other
29_original.jpg,1,B
2_original.jpg,18,S
30_original.jpg,3,D
31_original.jpg,26,Other
32_original.jpg,26,Other
33_original.jpg,17,R
34_original.jpg,26,Other
36_original.jpg,3,D
37_original.jpg,24,Y
38_original.jpg,14,O
39_original.jpg,7,H
3_original.jpg,1,B
40_original.jpg,11,L
41_original.jpg,17,R
42_original.jpg,11,L
43_original.jpg,26,Other
44_original.jpg,0,A
45_original.jpg,0,A
46_original.jpg,10,K
47_original.jpg,13,N
48_original.jpg,13,N
49_original.jpg,14,O
4_original.jpg,8,I
50_original.jpg,14,O
52_original.jpg,25,Z
53_original.jpg,0,A
54_original.jpg,26,Other
55_original.jpg,14,O
56_original.jpg,11,L
57_original.jpg,10,K
58_original.jpg,26,Other
5_original.jpg,4,E
60_original.jpg,26,Other
61_original.jpg,24,Y
62_original.jpg,26,Other
63_original.jpg,0,A
64_original.jpg,15,P
65_original.jpg,12,M
66_original.jpg,26,Other
67_original.jpg,26,Other
68_original.jpg,26,Other
69_original.jpg,4,E
6_original.jpg,26,Other
70_original.jpg,6,G
71_original.jpg,3,D
72_original.jpg,6,G
73_original.jpg,25,Z
74_original.jpg,10,K
75_original.jpg,26,Other
76_original.jpg,26,Other
77_original.jpg,8,I
78_original.jpg,15,P
